Gene name	TranscriptID	Chromosome	Transcript length	GC Content	GC Stretch	Missing exon	Deleted exon	TOGA status
PRDX2	XM_003760673.3	NC_045426.1	597	50.75	3.79411764705882	No	No	I
PRDX3	XM_003755322.4	NC_045427.1	768	42.84	3.625	No	No	I
PRDX4	XM_023498928.2	NC_045428.1	825	49.45	6.20689655172414	No	No	I
PRDX5	XM_031942653.1	NC_045431.1	621	64.09	4.53703703703704	Yes	No	M
PRDX6	XM_031936912.1	NC_045429.1	675	50.22	3.66666666666667	Yes	No	PI
PREB	XM_003767087.4	NC_045427.1	1263	56.14	4.16091954022988	No	No	I
PRELID1	XM_003756873.4	NC_045427.1	663	52.94	3.68571428571429	Yes	No	PI
PRELID3A	XM_023496250.2	NC_045426.1	534	45.69	3.36363636363636	No	No	I
PREP	XM_031964471.1	NC_045429.1	1935	41.81	3.51666666666667	Yes	No	PI
PRF1	XM_023500427.2	NC_045427.1	1734	57.04	4.02362204724409	No	No	I
PRG4	XM_031937045.1	NC_045429.1	3762	44.58	3.33783783783784	No	No	I
PRICKLE2	XM_023498093.2	NC_045426.1	2520	61.87	4.57142857142857	No	No	I
PRIMA1	XM_031952329.1	NC_045427.1	477	49.69	3.5	No	No	I
PRKACA	XM_003760659.4	NC_045426.1	1395	55.34	4.69318181818182	Yes	No	PI
PRKACB	XM_031936750.1	NC_045429.1	1269	47.04	3.59649122807018	No	No	I
PRKAG2	XM_031939457.1	NC_045430.1	1743	46.24	3.95	Yes	No	I
PRKAG3	XM_031958038.1	NC_045428.1	1413	52.16	3.64444444444444	No	No	I
PRKAR1A	XM_003768563.4	NC_045429.1	1143	45.32	3.63414634146341	No	No	I
PRKAR1B	XM_003761498.4	NC_045426.1	1146	45.90	3.5952380952381	No	No	I
PRKAR2A	XM_003762239.4	NC_045426.1	1143	44.01	4.09375	No	No	I
PRKAR2B	XM_031938756.1	NC_045430.1	1245	46.59	4.28	No	No	I
PRKCA	XM_031965668.1	NC_045429.1	2025	42.72	3.72307692307692	Yes	No	I
PRKCB	XM_031945585.1	NC_045426.1	2268	49.38	4.15178571428571	No	No	I
PRKCD	XM_012543751.3	NC_045426.1	2034	51.13	4.00909090909091	No	Yes	UL
PRKCE	XM_003758303.3	NC_045427.1	2214	48.64	3.83636363636364	No	No	I
PRKCH	XM_031952686.1	NC_045427.1	2046	45.60	3.67	No	No	I
PRKCQ	XM_031938503.1	NC_045430.1	2127	43.16	3.51351351351351	No	No	I
PRKCZ	XM_031963007.1	NC_045428.1	1779	45.98	3.77906976744186	No	No	I
PRKD1	XM_023501195.2	NC_045427.1	2763	45.39	3.96190476190476	No	No	I
PRKD3	XM_023495008.2	NC_045427.1	2673	43.02	3.55421686746988	No	No	I
PRKDC	XM_023496026.2	NC_045426.1	12423	39.15	3.54430379746835	No	No	I
PRKG1	XM_031949480.1	NC_045427.1	2109	48.70	4	No	No	I
PRKN	XM_031968387.1	NC_045429.1	1485	49.02	3.65151515151515	No	No	I
PRKRA	XM_031960397.1	NC_045428.1	942	45.01	4.05555555555556	No	No	I
PRKRIP1	XM_003770203.4	NC_045429.1	549	58.11	4.56756756756757	Yes	No	PI
PRL	XM_003760137.4	NC_045426.1	687	47.31	3.48275862068966	No	No	I
PRLH	XM_023503807.2	NC_045429.1	264	56.44	3.75	No	No	I
PRLHR	XM_031955936.1	NC_045427.1	1074	65.92	4.65979381443299	No	No	I
PRLR	XM_031964108.1	NC_045426.1	1884	46.92	3.6025641025641	No	No	I
PRMT1	XM_031961729.1	NC_045428.1	1179	58.95	4.62337662337662	Yes	No	M
PRMT2	XM_031968289.1	NC_045429.1	1341	66.07	4.96190476190476	Yes	Yes	L
PRMT3	XM_012552526.3	NC_045431.1	1614	42.87	4.02083333333333	No	No	I
PRMT5	XM_003755831.4	NC_045427.1	1911	50.03	3.79807692307692	Yes	No	PI
PRMT6	XM_031967177.1	NC_045429.1	1140	69.30	5.36734693877551	No	No	I
PRMT7	XM_031950215.1	NC_045427.1	2121	47.90	3.81720430107527	No	No	I
PRND	XM_023494685.2	NC_045427.1	624	42.79	3.44	No	No	I
PRNP	XM_003757949.3	NC_045427.1	786	57.12	4.37931034482759	No	No	I
PROB1	XM_012550784.3	NC_045427.1	3051	63.59	4.54151624548736	Yes	No	M
PROC	XM_023499150.2	NC_045428.1	1392	48.42	3.88333333333333	No	No	I
PROCR	XM_023507006.2	NC_045427.1	711	52.46	3.74285714285714	No	No	I
PROK1	XM_003769748.3	NC_045429.1	318	52.20	4.04761904761905	No	No	I
PROK2	XM_031961034.1	NC_045426.1	771	67.83	5.22972972972973	No	No	I
PROKR1	XM_003758214.2	NC_045427.1	1170	45.90	3.52	No	No	I
PROSER2	XM_012550893.3	NC_045430.1	1440	50.76	3.6625	No	No	I
PROX1	XM_031937359.1	NC_045429.1	2355	49.04	3.84684684684685	No	No	I
PROX2	XM_031949296.1	NC_045427.1	1824	41.06	3.43103448275862	No	No	I
PROZ	XM_003765726.4	NC_045428.1	1263	38.72	3.44117647058824	No	No	I
PRPF31	XM_031963462.1	NC_045428.1	1473	61.91	4.82727272727273	Yes	No	PI
PRPF38A	XM_031969119.1	NC_045429.1	942	57.86	4.42622950819672	Yes	No	PI
PRPF38B	XM_031967188.1	NC_045429.1	1641	47.41	4.30434782608696	No	No	I
PRPF39	XM_003756301.3	NC_045427.1	2007	37.82	3.40909090909091	No	No	I
PRPF4	XM_003757309.4	NC_045427.1	1572	48.98	3.48888888888889	No	No	I
PRPF40B	XM_031937942.1	NC_045430.1	2664	54.99	4.01775147928994	Yes	No	I
PRPF4B	XM_031946919.1	NC_045426.1	3117	39.94	3.7	No	No	I
PRPF8	XM_023503711.2	NC_045429.1	7008	54.67	4.05643340857788	Yes	No	PI
PRPH	XM_012550434.3	NC_045430.1	1401	53.96	3.93975903614458	No	No	I
PRPH2	XM_031964840.1	NC_045429.1	1041	50.14	3.67213114754098	No	No	I
PRPS2	XM_031958996.1	NC_045428.1	957	43.78	3.69230769230769	No	No	I
PRPSAP1	XM_003768460.4	NC_045429.1	1158	46.11	3.78846153846154	No	No	I
PRR13	XM_031937787.1	NC_045430.1	495	54.75	3.72972972972973	Yes	No	M
PRR14	XM_031940138.1	NC_045426.1	2076	57.90	4.04375	Yes	No	PI
PRR15	XM_031940507.1	NC_045430.1	393	73.03	6.58823529411765	No	No	I
PRR15L	XM_031966117.1	NC_045429.1	303	49.50	4.1875	No	No	I
PRR16	XM_031938933.1	NC_045426.1	921	51.25	3.66666666666667	No	No	I
PRR18	XM_031937510.1	NC_045429.1	1035	69.08	5.26041666666667	No	No	I
PRR22	XM_012542039.3	NC_045426.1	1407	65.81	5.19166666666667	Yes	No	M
PRR29	XM_031965880.1	NC_045429.1	555	51.17	3.75862068965517	No	No	UL
PRR3	XM_031965237.1	NC_045429.1	537	55.49	4.15384615384615	No	No	I
PRR30	XM_031951369.1	NC_045427.1	1893	57.63	4.20979020979021	Yes	No	M
PRR32	XM_031944663.1	NC_045432.1	987	51.37	3.72368421052632	No	Yes	I
PRR35	XM_031945710.1	NC_045426.1	2325	61.94	4.355	No	No	I
PRR36	XM_031948327.1	NC_045426.1	3915	59.26	4.05993690851735	Yes	No	M
PRR5	XM_031940836.1	NC_045430.1	1158	61.14	4.79310344827586	Yes	No	PI
PRR7	XM_023506451.2	NC_045427.1	837	70.13	5.42465753424658	No	No	I
PRRG1	XM_003763473.4	NC_045428.1	693	44.73	3.69230769230769	No	No	I
PRRG4	XM_003773666.4	NC_045431.1	681	44.64	3.38095238095238	No	No	I
PRRT2	XM_031963672.1	NC_045426.1	1167	55.78	3.8452380952381	Yes	No	PI
PRRT3	XM_031954894.1	NC_045426.1	3597	64.41	4.95593220338983	No	No	I
PRRT4	XM_031939013.1	NC_045430.1	2544	66.71	4.5679012345679	Yes	No	M
PRRX1	XM_003767412.3	NC_045429.1	738	54.34	4	No	No	I
PRRX2	XM_031954802.1	NC_045427.1	960	65.21	5.0625	No	No	I
PRSS16	XM_031961642.1	NC_045428.1	1344	68.97	4.6969696969697	Yes	No	PM
PRSS23	XM_012545300.3	NC_045428.1	1146	49.65	3.81538461538462	No	No	I
PRSS35	XM_003769247.4	NC_045429.1	1239	44.96	3.46	No	No	I
PRSS42P	XM_031960488.1	NC_045426.1	1014	49.70	3.77966101694915	No	No	I
PRSS53	XM_031939852.1	NC_045426.1	1629	55.25	3.89622641509434	No	No	I
PRSS54	XM_031949937.1	NC_045427.1	1176	58.42	5.03703703703704	No	No	I
PRTFDC1	XM_031939855.1	NC_045430.1	948	49.26	4.38775510204082	No	No	UL
PRUNE2	XM_031945525.1	NC_045426.1	9333	41.23	3.37931034482759	No	No	I
PRX	XM_031963172.1	NC_045428.1	4824	65.71	4.76991150442478	Yes	No	M
PRXL2A	XM_031956366.1	NC_045427.1	690	47.97	3.75675675675676	No	No	I
PRXL2B	XM_031962987.1	NC_045428.1	606	56.27	3.95238095238095	Yes	No	PI
PSAP	XM_031956550.1	NC_045427.1	1893	58.58	4.54918032786885	Yes	No	PI
PSD	XM_012541483.3	NC_045427.1	3096	60.27	4.09090909090909	Yes	No	PI
PSD2	XM_031953383.1	NC_045427.1	2487	51.31	3.71875	Yes	No	PI
PSD3	XM_031950819.1	NC_045427.1	4002	51.22	3.9625	No	No	UL
PSD4	XM_012540484.3	NC_045427.1	2970	57.44	4.09478672985782	No	No	I
PSEN2	XM_003767759.4	NC_045429.1	1371	50.40	3.69117647058824	Yes	No	PI
PSIP1	XM_031961550.1	NC_045426.1	1599	38.09	3.33333333333333	No	No	I
PSMA1	XM_012552486.3	NC_045431.1	792	46.21	3.67741935483871	No	No	I
PSMA4	XM_031956783.1	NC_045427.1	786	40.33	3.54545454545455	No	No	I
PSMA6	XM_031952938.1	NC_045427.1	741	41.70	3.43478260869565	No	No	I
PSMA7	XM_003757628.4	NC_045427.1	747	44.85	3.72222222222222	No	No	I
PSMA8	XM_003759989.4	NC_045426.1	753	42.63	3.8125	No	No	I
PSMB1	XM_003769625.4	NC_045429.1	735	44.90	4.5	No	No	I
PSMB10	XM_012540327.3	NC_045427.1	1005	56.82	4.09459459459459	Yes	No	L
PSMB11	XM_031955033.1	NC_045427.1	933	75.24	5.8659793814433	Yes	No	M
PSMB2	XM_031962129.1	NC_045428.1	606	49.83	4.04166666666667	No	No	I
PSMB3	XM_003768278.4	NC_045429.1	618	50.81	4	No	No	I
PSMB4	XM_003769929.4	NC_045429.1	795	55.60	4.6	No	No	I
PSMB5	XM_003755835.3	NC_045427.1	792	58.59	4	No	No	I
PSMB6	XM_003768797.4	NC_045429.1	720	54.72	3.96078431372549	No	No	I
PSMB7	XM_003757110.3	NC_045427.1	834	45.32	3.63333333333333	No	No	I
PSMC1	XM_012547360.3	NC_045427.1	1323	42.18	3.58974358974359	No	No	I
PSMC2	XM_003771478.4	NC_045430.1	1302	43.55	3.60416666666667	No	No	I
PSMC3	XM_031941508.1	NC_045431.1	1791	57.84	4.40151515151515	Yes	No	PI
PSMC3IP	XM_031966317.1	NC_045429.1	651	48.54	4.57692307692308	No	No	I
PSMC4	XM_031963820.1	NC_045428.1	1257	51.71	4.32203389830508	No	No	I
PSMC5	XM_003768452.4	NC_045429.1	1224	48.37	4	No	No	I
PSMD1	XM_031968152.1	NC_045429.1	2862	51.78	3.98765432098765	Yes	No	PI
PSMD10	XM_003774670.4	NC_045432.1	681	46.84	3.83333333333333	No	No	I
PSMD13	XM_031942763.1	NC_045431.1	1131	57.91	4.33333333333333	Yes	No	PI
PSMD14	XM_012544751.3	NC_045428.1	1119	44.24	3.69767441860465	No	No	I
PSMD3	XM_031966209.1	NC_045429.1	1617	55.23	4.53061224489796	Yes	No	PI
PSMD4	XM_012549712.2	NC_045429.1	1140	54.12	4.07894736842105	No	No	I
PSMD5	XM_003757079.4	NC_045427.1	1515	44.69	3.74545454545455	No	No	I
PSMD7	XM_003758539.4	NC_045427.1	975	44.41	3.59459459459459	No	No	I
PSMD8	XM_031963151.1	NC_045428.1	750	53.33	4.08108108108108	Yes	No	I
PSME2	XM_031955087.1	NC_045427.1	720	50.97	3.88888888888889	Yes	No	I
PSME3	XM_031966328.1	NC_045429.1	828	43.12	3.51612903225806	No	No	I
PSME4	XM_031950469.1	NC_045427.1	5616	41.76	3.67058823529412	No	No	I
PSMF1	XM_031954159.1	NC_045427.1	816	53.92	3.98039215686275	No	No	I
PSMG2	XM_003760071.4	NC_045426.1	798	40.73	3.28571428571429	No	No	I
PSMG3	XM_031941263.1	NC_045426.1	369	51.49	3.52631578947368	No	No	I
PSMG4	XM_031946934.1	NC_045426.1	372	54.03	4.73684210526316	No	No	I
PSORS1C2	XM_031965195.1	NC_045429.1	405	53.83	4.125	No	No	L
PSPC1	XM_031960836.1	NC_045428.1	1878	51.65	4.44897959183673	No	No	I
PSPN	XM_012542044.2	NC_045426.1	540	60.19	3.95238095238095	No	No	I
PSRC1	XM_031967217.1	NC_045429.1	981	62.39	4.27472527472527	No	No	I
PSTK	XM_012540653.3	NC_045427.1	1230	44.07	3.83333333333333	No	No	UL
PSTPIP1	XM_031949382.1	NC_045427.1	2193	62.97	4.62244897959184	Yes	No	M
PTAFR	XM_012545586.3	NC_045428.1	1062	46.42	3.64814814814815	No	No	I
PTAR1	XM_023497552.2	NC_045426.1	1068	42.42	3.31707317073171	No	No	I
PTBP1	XM_003760855.4	NC_045426.1	1674	46.71	3.54666666666667	No	No	I
PTBP2	XM_031967119.1	NC_045429.1	1614	41.20	3.61904761904762	No	No	I
PTBP3	XM_023497386.2	NC_045426.1	1740	43.74	3.52542372881356	No	No	I
PTCD1	XM_012542844.3	NC_045426.1	2211	45.64	3.51515151515152	No	No	I
PTCD2	XM_031966724.1	NC_045426.1	654	40.37	3.57142857142857	No	No	I
PTCH1	XM_003761310.4	NC_045426.1	4563	47.82	3.77130044843049	No	No	I
PTCH2	XM_031969231.1	NC_045429.1	3759	66.21	4.81626506024096	Yes	No	PI
PTCHD1	XM_003763499.3	NC_045428.1	2667	45.52	3.79787234042553	No	No	I
PTCHD3	XM_023505070.2	NC_045430.1	2706	45.93	4.35185185185185	No	No	L
PTCHD4	XM_031968617.1	NC_045429.1	1710	43.57	3.71929824561404	No	Yes	I
PTCRA	XM_012549095.3	NC_045429.1	588	55.78	3.57142857142857	No	No	I
PTEN	XM_031956985.1	NC_045427.1	1215	42.88	4	Yes	No	PI
PTF1A	XM_031939867.1	NC_045430.1	1011	66.37	5.46511627906977	No	No	I
PTGDR2	XM_031941430.1	NC_045431.1	1230	68.21	4.73913043478261	No	No	I
PTGDS	XM_023494377.2	NC_045427.1	636	51.42	3.44444444444444	No	No	UL
PTGER1	XM_003760680.4	NC_045426.1	1326	61.76	4.30973451327434	No	No	I
PTGER3	XM_031968876.1	NC_045429.1	1314	66.06	5.69607843137255	No	No	I
PTGER4	XM_003759925.4	NC_045426.1	1455	54.43	4.29885057471264	No	No	I
PTGES	XM_003757399.4	NC_045427.1	441	48.07	3.46153846153846	No	No	I
PTGES2	XM_003757378.4	NC_045427.1	1110	59.19	5.08219178082192	No	No	I
PTGES3	XM_031941148.1	NC_045430.1	1065	53.15	4.74285714285714	Yes	No	UL
PTGFR	XM_031968827.1	NC_045429.1	1101	48.96	3.64912280701754	No	No	I
PTGFRN	XM_031967369.1	NC_045429.1	2643	51.49	3.62328767123288	No	No	I
PTGS2	XM_003767524.4	NC_045429.1	2010	42.74	3.62121212121212	No	No	I
PTH1R	XM_023497997.2	NC_045426.1	1545	52.94	3.75728155339806	No	No	I
PTH2	XM_031961744.1	NC_045428.1	465	72.04	6.18604651162791	Yes	No	M
PTH2R	XM_031963692.1	NC_045428.1	1338	42.68	3.5952380952381	No	No	I
PTHLH	XM_003770843.4	NC_045430.1	567	44.27	3.59090909090909	No	No	I
PTK2	XM_031947265.1	NC_045426.1	3528	44.33	3.55714285714286	Yes	No	I
PTK2B	XM_012539814.3	NC_045427.1	3039	49.95	3.66666666666667	No	No	I
PTMA	XM_031968764.1	NC_045429.1	675	73.04	7.57142857142857	Yes	No	UL
PTMS	XM_031940192.1	NC_045430.1	669	64.72	5.35294117647059	Yes	No	M
PTN	XM_031939140.1	NC_045430.1	507	46.15	3.57142857142857	No	No	I
PTP4A1	XM_031964682.1	NC_045429.1	522	43.49	3.66666666666667	No	No	I
PTP4A3	XM_003760415.4	NC_045426.1	522	51.92	4.10344827586207	No	No	I
PTPDC1	XM_031956754.1	NC_045426.1	2406	43.68	3.49438202247191	No	No	I
PTPMT1	XM_031944235.1	NC_045431.1	924	59.63	4.73913043478261	No	No	I
PTPN11	XM_031948618.1	NC_045426.1	1812	45.25	3.83783783783784	Yes	No	I
PTPN12	XM_031938687.1	NC_045430.1	2343	39.14	3.5	Yes	No	I
PTPN2	XM_031946665.1	NC_045426.1	1266	38.94	3.42857142857143	No	No	I
PTPN21	XM_003756185.4	NC_045427.1	3540	48.39	3.83815028901734	No	No	I
PTPN23	XM_031960751.1	NC_045426.1	4998	58.62	4.26050420168067	Yes	No	PI
PTPN4	XM_031959948.1	NC_045428.1	2790	38.85	3.2125	No	No	I
PTPN5	XM_031943858.1	NC_045431.1	1725	55.19	4.0873786407767	No	No	I
PTPN6	XM_023504561.2	NC_045430.1	1791	53.55	3.90265486725664	No	No	I
PTPN9	XM_031956571.1	NC_045427.1	1806	55.76	4.43518518518519	No	No	I
PTPRA	XM_031941764.1	NC_045431.1	2496	50.24	3.76666666666667	No	No	I
PTPRD	XM_031947762.1	NC_045426.1	5796	45.67	3.56854838709677	No	No	I
PTPRG	XM_023498086.2	NC_045426.1	4332	49.17	3.79475982532751	No	No	I
PTPRM	XM_031953603.1	NC_045426.1	4470	45.03	3.52222222222222	Yes	No	PI
PTPRN	XM_031957997.1	NC_045428.1	2937	59.82	4.13839285714286	Yes	No	PI
PTPRN2	XM_031937732.1	NC_045430.1	3213	47.18	4.13492063492064	No	No	I
PTPRO	XM_023504519.2	NC_045430.1	3654	41.63	3.47222222222222	No	No	I
PTPRR	XM_031939192.1	NC_045430.1	1968	42.28	3.6140350877193	No	No	I
PTPRS	XM_031947875.1	NC_045426.1	5859	60.66	4.52212389380531	Yes	Yes	UL
PTPRT	XM_031953982.1	NC_045427.1	4374	49.38	3.69268292682927	Yes	No	PI
PTPRZ1	XM_023504831.2	NC_045430.1	6933	40.52	3.35483870967742	No	No	I
PTRH1	XM_003757366.4	NC_045427.1	648	61.88	4.14285714285714	No	No	I
PTRH2	XM_003767918.4	NC_045429.1	540	48.52	3.67741935483871	No	No	I
PTRHD1	XM_003757793.4	NC_045427.1	465	54.41	4.28571428571429	No	No	UL
PTS	XM_003764231.4	NC_045428.1	462	44.37	3.85714285714286	No	No	I
PTTG1IP	XM_031968782.1	NC_045429.1	687	64.63	5.01851851851852	Yes	No	UL
PTX3	XM_031957566.1	NC_045428.1	1104	59.69	4.37209302325581	No	No	I
PUDP	XM_003765596.4	NC_045428.1	714	43.98	3.60714285714286	Yes	No	PI
PUF60	XM_003760515.4	NC_045426.1	1662	54.27	3.97916666666667	No	No	I
PUM2	XM_031949583.1	NC_045427.1	3255	55.88	4.36018957345972	No	No	I
PURA	XM_003756606.3	NC_045427.1	945	66.24	5.40540540540541	Yes	No	M
PURB	XM_031951496.1	NC_045427.1	957	68.65	6.07692307692308	Yes	No	M
PURG	XM_031941657.1	NC_045431.1	1041	56.58	4.19117647058824	No	No	I
PUS1	XM_031948380.1	NC_045426.1	1440	54.10	4.20224719101124	No	No	I
PUS10	XM_003758254.3	NC_045427.1	1590	40.69	3.21621621621622	No	No	I
PUS3	XM_031960935.1	NC_045428.1	1521	42.67	3.48333333333333	No	No	I
PUS7	XM_031938744.1	NC_045430.1	1992	40.66	3.54716981132075	No	No	I
PUSL1	XM_031963064.1	NC_045428.1	864	67.59	5.72058823529412	Yes	No	M
PVALB	XM_003771132.3	NC_045430.1	333	51.35	4.05263157894737	No	No	I
PWWP2A	XM_031953613.1	NC_045427.1	2331	51.61	4.7037037037037	No	No	I
PWWP2B	XM_031949400.1	NC_045427.1	945	70.48	5.24468085106383	Yes	No	UL
PWWP3A	XM_012542226.3	NC_045426.1	2262	38.82	3.51666666666667	No	No	I
PXDC1	XM_003760216.4	NC_045426.1	696	45.69	3.89655172413793	No	No	I
PXK	XM_031953308.1	NC_045426.1	1620	51.91	4.03409090909091	Yes	No	PI
PXMP2	XM_003760905.4	NC_045426.1	786	55.98	4.62962962962963	No	No	UL
PYCR1	XM_003768601.4	NC_045429.1	963	52.23	3.64912280701754	No	No	I
PYCR2	XM_003767747.4	NC_045429.1	963	51.92	3.68518518518519	No	No	I
PYCR3	XM_003760562.4	NC_045426.1	987	54.91	4.23728813559322	No	No	UL
PYDC1	XM_012542682.3	NC_045426.1	306	51.96	4.5	No	No	I
PYGB	XM_031951005.1	NC_045427.1	2532	45.85	3.63247863247863	No	No	I
PYGO1	XM_031955248.1	NC_045427.1	1260	43.33	3.6875	No	No	I
PYM1	XM_012551455.3	NC_045430.1	618	52.75	3.80487804878049	No	No	I
PYROXD1	XM_031938428.1	NC_045430.1	1071	37.25	3.29032258064516	No	No	I
PYURF	XM_003772860.4	NC_045431.1	360	56.67	4.92	No	No	I
QKI	XM_031937515.1	NC_045429.1	1158	47.06	3.625	Yes	No	UL
QRFPR	XM_003772773.2	NC_045431.1	1173	44.16	3.5	No	No	I
QRICH1	XM_031959459.1	NC_045426.1	2331	48.91	3.63106796116505	No	No	I
QRICH2	XM_031968642.1	NC_045429.1	7185	59.93	4.58571428571429	Yes	No	PI
QSER1	XM_031942320.1	NC_045431.1	1479	43.75	4	No	No	I
QSOX1	XM_012547711.3	NC_045429.1	2403	53.52	4.23846153846154	No	No	I
QSOX2	XM_031949333.1	NC_045427.1	2421	46.59	4.44036697247706	No	No	UL
QTRT1	XM_031947545.1	NC_045426.1	1260	59.13	4.29	Yes	No	PI
R3HCC1L	XM_031956221.1	NC_045427.1	2343	43.96	4.03076923076923	No	No	I
R3HDM1	XM_031960003.1	NC_045428.1	3387	44.94	3.46323529411765	No	No	I
R3HDM4	XM_031948007.1	NC_045426.1	1218	63.79	5.46666666666667	Yes	No	PI
RAB11A	XM_031955341.1	NC_045427.1	651	42.24	3.17647058823529	Yes	No	I
RAB11FIP2	XM_003755342.4	NC_045427.1	1539	39.31	3.47727272727273	No	No	I
RAB11FIP3	XM_031945704.1	NC_045426.1	2802	45.04	3.80208333333333	No	No	I
RAB11FIP4	XM_031967636.1	NC_045429.1	1908	51.89	4.16161616161616	No	No	I
RAB11FIP5	XM_031949705.1	NC_045427.1	3933	66.72	4.68563685636856	Yes	No	M
RAB13	XM_012548115.3	NC_045429.1	612	47.06	4	No	No	I
RAB14	XM_003757082.4	NC_045427.1	648	41.51	3.5	No	No	I
RAB15	XM_003756347.4	NC_045427.1	639	48.83	3.46875	No	No	I
RAB18	XM_003771850.4	NC_045430.1	618	41.10	3.61111111111111	No	No	I
RAB19	XM_003771663.4	NC_045430.1	654	42.05	3.28571428571429	No	No	I
RAB1A	XM_031950584.1	NC_045427.1	618	40.78	3.75	No	No	I
RAB20	XM_003765737.4	NC_045428.1	660	49.70	3.79411764705882	No	No	I
RAB21	XM_031938948.1	NC_045430.1	678	45.43	4.37931034482759	No	No	I
RAB22A	XM_003757645.4	NC_045427.1	585	39.32	3.58823529411765	Yes	No	I
RAB24	XM_031953752.1	NC_045427.1	612	50.82	3.74193548387097	No	No	I
RAB26	XM_003762017.3	NC_045426.1	786	55.73	4.30769230769231	No	No	I
RAB27A	XM_012543939.3	NC_045427.1	666	42.49	3.32	No	No	I
RAB27B	XM_031945938.1	NC_045426.1	681	42.73	3.64	No	No	I
RAB28	XM_031943313.1	NC_045431.1	666	45.95	3.56666666666667	No	No	I
RAB29	XM_031937241.1	NC_045429.1	711	55.13	4.06666666666667	No	No	I
RAB2A	XM_031946370.1	NC_045426.1	639	40.06	3.57894736842105	No	No	I
RAB2B	XM_031955012.1	NC_045427.1	651	47.16	3.70967741935484	No	No	I
RAB30	XM_003764606.4	NC_045428.1	612	44.44	3.32142857142857	No	No	I
RAB31	XM_031946643.1	NC_045426.1	588	42.35	3.45	No	No	I
RAB32	XM_003769526.4	NC_045429.1	678	47.05	4.06451612903226	No	No	I
RAB33A	XM_031944506.1	NC_045432.1	723	55.19	4.28571428571429	No	No	I
RAB33B	XM_031942723.1	NC_045431.1	681	48.90	4.58823529411765	No	No	I
RAB34	XM_031967694.1	NC_045429.1	783	57.09	4.06122448979592	Yes	No	I
RAB37	XM_031965753.1	NC_045429.1	768	51.17	3.63636363636364	No	No	I
RAB38	XM_003764645.4	NC_045428.1	636	52.20	3.83783783783784	No	No	I
RAB39A	XM_003764255.4	NC_045428.1	654	46.33	3.94285714285714	No	No	I
RAB39B	XM_031945125.1	NC_045432.1	642	54.52	4.075	No	No	I
RAB3A	XM_031948216.1	NC_045426.1	663	54.45	4.07317073170732	No	No	I
RAB3C	XM_012541040.2	NC_045426.1	684	42.84	3.54166666666667	No	No	I
RAB3IP	XM_031940643.1	NC_045430.1	1413	40.13	3.11428571428571	No	No	I
RAB40C	XM_031945716.1	NC_045426.1	858	48.48	3.65	No	No	I
RAB42	XM_003765028.2	NC_045428.1	660	57.27	4.20512820512821	Yes	No	M
RAB4A	XM_031966899.1	NC_045429.1	657	39.27	3.5	No	No	I
RAB4B	XM_031963187.1	NC_045428.1	642	58.41	4.46511627906977	Yes	No	PI
RAB5A	XM_031940337.1	NC_045430.1	648	40.28	3.5	No	No	I
RAB5B	XM_031941216.1	NC_045430.1	648	50.93	3.91428571428571	No	No	I
RAB5C	XM_012548272.3	NC_045429.1	651	53.15	4.07894736842105	No	No	I
RAB5IF	XM_012553403.3	NC_045427.1	390	52.31	4.5	No	No	I
RAB6A	XM_031961447.1	NC_045428.1	627	43.38	3.2	No	No	I
RAB6B	XM_003763687.2	NC_045428.1	627	46.73	3.74074074074074	No	No	I
RAB7A	XM_031956395.1	NC_045426.1	624	46.79	3.4	No	No	I
RAB7B	XM_003767624.4	NC_045429.1	603	47.43	3.6	Yes	No	PI
RAB9A	XM_003765572.4	NC_045428.1	609	41.05	3.22222222222222	No	No	I
RAB9B	XM_031944323.1	NC_045432.1	606	49.01	3.3	No	No	I
RABEP2	XM_031963036.1	NC_045426.1	1806	60.41	4.3953488372093	Yes	No	PI
RABGAP1	XM_031954259.1	NC_045427.1	3204	43.54	3.51456310679612	No	No	I
RABGAP1L	XM_031968366.1	NC_045429.1	3153	44.05	3.38392857142857	No	No	I
RABGEF1	XM_031967880.1	NC_045429.1	1707	51.08	3.64423076923077	No	No	I
RABGGTA	XM_023499594.2	NC_045427.1	1767	55.63	4.05217391304348	No	No	I
RABGGTB	XM_031967766.1	NC_045429.1	1002	50.40	4.01612903225806	Yes	No	PI
RABIF	XM_031937155.1	NC_045429.1	372	55.38	4	No	No	I
RABL3	XM_003763615.2	NC_045428.1	711	43.32	3.625	No	No	I
RABL6	XM_031951984.1	NC_045427.1	2343	47.03	3.73913043478261	No	No	I
RAC2	XM_003771126.4	NC_045430.1	579	50.60	3.90909090909091	No	No	I
RAC3	XM_031965663.1	NC_045429.1	654	52.75	3.88372093023256	No	No	I
RACGAP1	XM_023504277.2	NC_045430.1	1899	45.55	3.59459459459459	No	No	I
RAD1	XM_031964067.1	NC_045426.1	846	38.06	3.43478260869565	No	No	I
RAD18	XM_031954434.1	NC_045426.1	1530	39.48	3.48717948717949	No	No	I
RAD23A	XM_031947646.1	NC_045426.1	1266	59.72	4.31683168316832	No	No	I
RAD51	XM_031952098.1	NC_045427.1	1020	48.14	3.35087719298246	No	No	I
RAD51B	XM_031952787.1	NC_045427.1	1053	41.60	3.375	No	No	I
RAD52	XM_003771331.4	NC_045430.1	1269	49.88	3.68055555555556	No	No	I
